"id","input_address","match","match_type","out_address","lat","lon","tiger_line_id","tiger_line_side","state_fips","county_fips","tract_fips","block_fips"
344,"1 SCRIBNER ROAD, RAYMOND, NH, 3077","Match","Exact","1 SCRIBNER RD, RAYMOND, NH, 03077",43.030243549,-71.21049952,"113662052","R","33","015","055001","2003"
345,"1 SEABORNE DRIVE, PASADENA, MD, 21122","Match","Exact","1 SEABORNE DR, PASADENA, MD, 21122",39.1160877740001,-76.526023972,"68198107","R","24","003","731210","2012"
346,"1 SEAVER STREET, EAST TAUNTON, MA, 2718","Match","Exact","1 SEAVER ST, EAST TAUNTON, MA, 02718",41.8799397940001,-71.008553138,"46847603","L","25","005","614102","1016"
347,"1 SELIG CIR, ATHENS, GA, 30602","Match","Exact","1 SELIG CIR, ATHENS, GA, 30602",33.9422066160001,-83.3823695139999,"646533149","L","13","059","000401","1001"
348,"1 SETON ROAD, LARCHMONT, NY, 10538","Match","Exact","1 SETON RD, LARCHMONT, NY, 10538",40.9386672640001,-73.7668818619999,"139751737","L","36","119","007000","4018"
349,"1 SEYMOUR AVENUE SE, MINNEAPOLIS, MN, 55414","Match","Exact","1 SEYMOUR AVE SE, MINNEAPOLIS, MN, 55414",44.968207835,-93.211635331,"43836426","L","27","053","125600","2008"
350,"1 SHAD CT, MIDDLE RIVER, MD, 21220","Match","Exact","1 SHAD CT, MIDDLE RIVER, MD, 21220",39.3680828540001,-76.3657381359999,"191507108","R","24","005","451702","1005"
351,"1 SHAW CIRCLE, GARNET VALLEY, PA, 19060","Match","Exact","1 SHAW CIR, GARNET VALLEY, PA, 19060",39.8514672490001,-75.527508064,"134901281","R","42","045","410304","3006"
352,"1 SHELAKIS DR, CANTON, ME, 4221","Match","Exact","1 SHELAKIS DR, CANTON, ME, 04221",44.4819107480001,-70.325579083,"634813890","L","23","017","965700","1012"
353,"1 SHEPHERDS WAY SUITE 207, WARMINSTER, PA, 18974","Match","Exact","1 SHEPHERDS WAY, WARMINSTER, PA, 18974",40.211008212,-75.115530995,"647089481","L","42","017","101611","1012"
354,"1 SHIELD AVENUE, DAVIS, CA, 95616","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,"1 SHIELDS AVE, DAVIS, CA, 95616","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,"1 SHIELDS AVE/ HUNT HALL 131, DAVIS, CA, 95616","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,"1 SHIELDS CT, TROPHY CLUB, TX, 76262","Match","Exact","1 SHIELDS CT, TROPHY CLUB, TX, 76262",32.99451758,-97.1678061379999,"103423377","L","48","121","020305","4008"
358,"1 SHIRLEY ANN DR, OCEAN, NJ, 7712","Match","Exact","1 SHIRLEY ANN DR, OCEAN, NJ, 07712",40.238704006,-74.068463078,"90456817","L","34","025","806503","2023"
359,"1 SHORE AVE NUMBER 332, OYSTER BAY, NY, 11771","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,"1 SHORE LANE, CLINTON, MA, 1510","Match","Exact","1 SHORE LN, CLINTON, MA, 01510",42.4121016130001,-71.7062474909999,"40114620","R","25","027","716102","2005"
361,"1 SHORE LN SUITE 1210, JERSEY CITY, NJ, 7310","Match","Exact","1 SHORE LN, JERSEY CITY, NJ, 07310",40.7306709170001,-74.03277898,"624581294","R","34","017","007703","2003"
362,"1 SHORECREST CT, SAVANNAH, GA, 31410","Match","Exact","1 SHORECREST CT, SAVANNAH, GA, 31410",32.03903582,-81.0208225709999,"6195727","R","13","051","011115","1000"
363,"1 SIENA DRIVE, JACKSON, NJ, 8527","Match","Exact","1 SIENA DR, JACKSON, NJ, 08527",40.1060343930001,-74.330175636,"203777451","R","34","029","717400","2008"
364,"1 SIGNATURE COURT, HEATH, TX, 75032","Match","Exact","1 SIGNATURE CT, HEATH, TX, 75032",32.862963461,-96.454921214,"123793160","R","48","397","040507","2000"
365,"1 SIGNATURE POINT DRIVE APT  510, LEAGUE CITY, TX, 77573","Match","Exact","1 SIGNATURE POINT DR, LEAGUE CITY, TX, 77573",29.5345545490001,-95.07398619,"96707864","R","48","167","721501","2001"
366,"1 SILVER LANE, SPARTA, NJ, 7871","Match","Exact","1 SILVER LN, SPARTA, NJ, 07871",41.0904975830001,-74.614574944,"98012817","L","34","037","373100","4010"
367,"1 SIMMS STREET  SUITE 200, SAN RAFAEL, CA, 94901","Match","Exact","1 SIMMS ST, SAN RAFAEL, CA, 94901",37.958580565,-122.504482984,"192767646","L","06","041","112202","2028"
368,"1 SIMPSON COURT, REISTERSTOWN, MD, 21136","Match","Exact","1 SIMPSON CT, REISTERSTOWN, MD, 21136",39.4578934940001,-76.806672143,"191503981","L","24","005","404501","3003"
369,"1 SKIPPER DRIVE, MANDEVILLE, LA, 70471","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,"1 SKYLINE BLVD, MERRITT ISLAND, FL, 32953","Match","Exact","1 SKYLINE BLVD, MERRITT ISLAND, FL, 32953",28.394759365,-80.7003696369999,"93893199","L","12","009","069801","1011"
371,"1 SLITERS LN, WYNANTSKILL, NY, 12198","Match","Exact","1 SLITERS LN, WYNANTSKILL, NY, 12198",42.6694789590001,-73.673943976,"35758760","L","36","083","052301","2003"
372,"1 SNOW BUSH ST, LADERA RANCH, CA, 92694","Match","Exact","1 SNOW BUSH ST, LADERA RANCH, CA, 92694",33.5433327600001,-117.648642178,"608142000","L","06","059","032058","3001"
373,"1 SOCIETY HILL DRIVE NORTH, JERSEY CITY, NJ, 7305","Match","Exact","1 SOCIETY HILL DR N, JERSEY CITY, NJ, 07305",40.706509655,-74.101616093,"651779122","L","34","017","005400","3008"
374,"1 SOLDIERS FIELD PARK - APT 405, BOSTON, MA, 2163","Match","Non_Exact","1 SOLDIERS FIELD RD, BOSTON, MA, 02163",42.365966481,-71.1180581899999,"85727215","L","25","025","000806","2012"
375,"1 SOLOMON PIERCE RD, LEXINGTON, MA, 2420","Match","Exact","1 SOLOMON PIERCE RD, LEXINGTON, MA, 02420",42.439064617,-71.204734973,"86883876","R","25","017","358500","2007"
376,"1 SONOMA DRIVE, ROMEOVILLE, IL, 60446","Match","Non_Exact","1 SONOMA CT, ROMEOVILLE, IL, 60446",41.6229624860001,-88.142758849,"111624594","R","17","197","880511","1009"
377,"1 SONREL STREET, WOBRUN, MA, 1801","Match","Non_Exact","1 SONREL ST, WOBURN, MA, 01801",42.474593794,-71.142363258,"86886435","R","25","017","333400","3010"
378,"1 SOUTH 6TH AVENUE, ST CHARLES, IL, 60174","Tie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,"1 SOUTH AVE, NATICK, MA, 1760","Match","Exact","1 SOUTH AVE, NATICK, MA, 01760",42.285248568,-71.347592295,"86853660","R","25","017","382200","1033"
380,"1 SOUTH DODGE STREET, GILBERT, AZ, 85233","Match","Exact","1 S DODGE ST, GILBERT, AZ, 85233",33.349265802,-111.803162589,"128329476","L","04","013","422403","2015"
381,"1 SOUTH FORD RINGGOLD, RIO GRANDE CITY, TX, 78582","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,"1 SOUTH MAIN STREET, FORTVILLE, IN, 46040","Match","Exact","1 S MAIN ST, FORTVILLE, IN, 46040",39.9339851170001,-85.849723044,"641168451","R","18","059","410202","3017"
383,"1 SOUTH MAIN STREET, GLASSBORO, NJ, 8028","Match","Exact","1 S MAIN ST, GLASSBORO, NJ, 08028",39.702722254,-75.111964123,"134615171","R","34","015","501402","1033"
384,"1 SOUTH MARKET STREET APT 2302, SAN JOSE, CA, 95113","Match","Exact","1 S MARKET ST, SAN JOSE, CA, 95113",37.3353949780001,-121.892005672,"122907844","R","06","085","500800","3002"
385,"1 SOUTH MAY STREET, JOLIET, IL, 60436","Match","Exact","1 S MAY ST, JOLIET, IL, 60436",41.523093311,-88.10681367,"652588903","R","17","197","882701","2027"
386,"1 SOUTH STREET SUITE 1000, BALTIMORE, MD, 21202","Match","Exact","1 SOUTH ST, BALTIMORE, MD, 21202",39.2896476880001,-76.611035977,"206420708","L","24","510","040100","3039"
387,"1 SOUTH VAN NESS AVENUE FLOOR 5, SAN FRANCISCO, CA, 94103","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,"1 SOUTH WACKER DRIVE - FLOOR 38, CHICAGO, IL, 60606","Match","Exact","1 S WACKER DR, CHICAGO, IL, 60606",41.881909756,-87.63675505,"641805832","L","17","031","839100","1065"
389,"1 SOUTHEAST COURT, MORGANTOWN, WV, 26505","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,"1 SOUTHWICK PLACE, DANVILLE, CA, 94526","Match","Exact","1 SOUTHWICK PL, DANVILLE, CA, 94526",37.8219353640001,-122.011985264,"192104942","R","06","013","345203","1000"
391,"1 SPARTAN WAY, LIMA, OH, 45801","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,"1 SPRING STREET, NEWTON, NJ, 7860","Match","Exact","1 SPRING ST, NEWTON, NJ, 07860",41.058632845,-74.7533956,"98028232","R","34","037","373800","1007"
393,"1 SPRUCE TERR, WAYNE, NJ, 7470","Match","Exact","1 SPRUCE TER, WAYNE, NJ, 07470",40.9327981610001,-74.2510522759999,"65258584","R","34","031","246202","2012"
394,"1 SQUAM HOLLOW, ROCKPORT, MA, 1966","Match","Exact","1 SQUAM HOLLOW, ROCKPORT, MA, 01966",42.662444932,-70.6326758869999,"86633402","L","25","009","220102","1039"
395,"1 STATE STREET, GUILFORD, CT, 6437","Match","Exact","1 STATE ST, GUILFORD, CT, 06437",41.2843750430001,-72.681101446,"3708888","R","09","009","190100","2001"
396,"1 STEPPING STONE LANE, GREENWICH, CT, 6830","Match","Exact","1 STEPPING STONE LN, GREENWICH, CT, 06830",41.0658148740001,-73.606561574,"3284525","R","09","001","010201","2000"
397,"1 STONECREEK CT UNIT 1, GREENSBORO, NC, 27455","Match","Exact","1 STONECREEK CT, GREENSBORO, NC, 27455",36.143375314,-79.824218464,"131078608","L","37","081","015707","3006"
398,"1 STONEHENGE LANE APT 9D, ALBANY, NY, 12203","Match","Exact","1 STONEHENGE LN, ALBANY, NY, 12203",42.666151717,-73.807443554,"18307789","R","36","001","001803","2003"
399,"1 STONES THROW DR APT 196, DENVER, LA, 70364","Match","Non_Exact","1 STONE'S THROW DR, HOUMA, LA, 70364",29.613459279,-90.7410756689999,"92049682","L","22","109","000401","5003"
400,"1 STORYTELLING ROCK ROAD, WOLFEBORO, NH, 3894","Match","Exact","1 STORYTELLING ROCK RD, WOLFEBORO, NH, 03894",43.583177301,-71.2522554179999,"145598713","L","33","003","956101","4002"
401,"1 STRAWBERRY LANE, MIDDLEBURG, PA, 17842","Match","Exact","1 STRAWBERRY LN, MIDDLEBURG, PA, 17842",40.83561231,-76.972697841,"627075970","R","42","109","070200","2013"
402,"1 STUYVESANT OVAL APT 1E, NEW YORK CITY, NY, 10009","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,"1 STUYVESANT OVAL APT 1H, NEW YORK, NY, 10009","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,"1 SUGAR LOAF LANE, FORT MITCHELL, AL, 36856","Match","Exact","1 SUGAR LOAF LN, FORT MITCHELL, AL, 36856",32.2690071170001,-84.98548039,"642434105","L","01","113","030905","1004"
405,"1 SUHL LANE, MONSEY, NY, 10952","Match","Exact","1 SUHL LN, MONSEY, NY, 10952",41.1514370740001,-74.0841164679999,"124592565","L","36","087","011601","1008"
406,"1 SUMMER ST, KENNEBUNK, ME, 4043","Match","Exact","1 SUMMER ST, KENNEBUNK, ME, 04043",43.3877398660001,-70.5361693949999,"92740697","L","23","031","028004","3005"
407,"1 SUMMERFIELD LANE, NEPTUNE, NJ, 7753","Match","Exact","1 SUMMERFIELD LN, NEPTUNE, NJ, 07753",40.2118076630001,-74.065866377,"645489281","R","34","025","807900","1028"
408,"1 SUNSET AVE, VERONA, NJ, 7044","Match","Exact","1 SUNSET AVE, VERONA, NJ, 07044",40.824217558,-74.229867484,"614832322","R","34","013","021200","1006"
409,"1 SUNSET PARK, FESTUS, MO, 63028","Match","Non_Exact","1 SUNSET, FESTUS, MO, 63028",38.2198870550001,-90.3996139939999,"62801237","L","29","099","700801","5031"
410,"1 SUSAN COURT, FLORIDA, NY, 10921","Match","Exact","1 SUSAN CT, FLORIDA, NY, 10921",41.3356177580001,-74.350747185,"614131208","R","36","071","014400","1000"
411,"1 SUTTIE AVENUE, PISCATAWAY, NJ, 8854","Match","Exact","1 SUTTIE AVE, PISCATAWAY, NJ, 08854",40.5459373900001,-74.4496681959999,"645375938","R","34","023","000603","2032"
412,"1 SW COLUMBIA STREET SUITE 1625, PORTLAND, OR, 97258","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,"1 SWEET WATER LANE, PITTSBURGH, PA, 15238","Match","Exact","1 SWEET WATER LN, PITTSBURGH, PA, 15238",40.5324729440001,-79.884379874,"617240603","L","42","003","422000","4000"
414,"1 SWIFT TERRACE, BOSTON, MA, 2128","Match","Exact","1 SWIFT TER, BOSTON, MA, 02128",42.380463207,-71.021797229,"85711859","R","25","025","050901","1009"
415,"1 SYLVAN WAY, WAYLAND, MA, 1778","Match","Exact","1 SYLVAN WAY, WAYLAND, MA, 01778",42.361536684,-71.339423755,"86851546","L","25","017","366202","3002"
416,"1 SYLVIA CT, MINOT, ND, 58703","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,"1 SYMPHONY LN, DERRY, NH, 3038","Match","Exact","1 SYMPHONY LN, DERRY, NH, 03038",42.9330533230001,-71.3125830119999,"113720287","R","33","015","003302","3000"
418,"1 T ITAN TRACE, MANDEVILLE, LA, 70448","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,"1 TAFT PL, PARLIN, NJ, 8859","Match","Exact","1 TAFT PL, PARLIN, NJ, 08859",40.473449842,-74.306316094,"60283663","L","34","023","007203","3009"
420,"1 TALMAGE DRIVE, LITTLE ROCK, AR, 72204","Match","Exact","1 TALMAGE DR, LITTLE ROCK, AR, 72204",34.7238245500001,-92.353853956,"83504952","L","05","119","002102","2018"
421,"1 TAMARACK ROAD, PORT CHESTER, NY, 10573","Match","Exact","1 TAMARACK RD, PORT CHESTER, NY, 10573",41.0109326900001,-73.6795314839999,"139761735","R","36","119","008200","2010"
422,"1 TAMPA GENERAL CIRCLE, TAMPA, FL, 33601","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,"1 TAYLOR ST, CHESTER, IL, 62233","Match","Exact","1 TAYLOR ST, CHESTER, IL, 62233",37.908656077,-89.8316012609999,"95168772","R","17","157","951300","3024"
424,"1 TAYLOR STREET ROOM 106, CHESTER, IL, 62233","Match","Exact","1 TAYLOR ST, CHESTER, IL, 62233",37.908656077,-89.8316012609999,"95168772","R","17","157","951300","3024"
425,"1 TAYLOR STREET, LEBANON, NH, 3766","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,"1 TEAL RD, WAKEFIELD, MA, 1880","Match","Exact","1 TEAL RD, WAKEFIELD, MA, 01880",42.5181961330001,-71.045626683,"86904088","R","25","017","335302","1000"
427,"1 TECHNOLOGY WAY, INDIANAPOLIS, IN, 46268","Match","Exact","1 TECHNOLOGY WAY, INDIANAPOLIS, IN, 46268",39.8840354970001,-86.250573834,"108025179","R","18","097","310201","1027"
428,"1 THOMAS STREET APARTMENT 5B, NEW YORK, NY, 10007","Match","Exact","1 THOMAS ST, NEW YORK, NY, 10007",40.715810784,-74.005066481,"59660357","R","36","061","003300","3001"
429,"1 THORNTON STREET, PATCHOGUE, NY, 11772","Match","Exact","1 THORNTON ST, PATCHOGUE, NY, 11772",40.7808825810001,-73.027200765,"114008835","L","36","103","158805","1012"
430,"1 TIBERON DRIVE, HOLMDEL, NJ, 7733","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,"1 TIFFANY POINTE SUITE 206, BLOOMINGDALE, IL, 60108","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,"1 TIGER LILY TRAIL, REHOBOTH, MA, 2769","Match","Exact","1 TIGER LILY TRL, REHOBOTH, MA, 02769",41.796823585,-71.232348227,"46846241","R","25","005","633200","2000"
433,"1 TIGER WAY, ROSEVILLE, CA, 95678","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,"1 TIMBER CT NW, ELKADER, IA, 52043","Match","Non_Exact","1 TIMBER CT, ELKADER, IA, 52043",42.8591353200001,-91.4174038039999,"48477231","R","19","043","070300","4003"
435,"1 TINNEY LANE, CHARLESTON, WV, 25312","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,"1 TIPPECANOE COURT, DURHAM, NC, 27713","Match","Exact","1 TIPPECANOE CT, DURHAM, NC, 27713",35.922890287,-78.9166516239999,"71749517","L","37","063","002022","2000"
437,"1 TIVOLI LAKE CT, SILVER SPRING, MD, 20906","Match","Exact","1 TIVOLI LAKE CT, SILVER SPRING, MD, 20906",39.0685305330001,-77.0338714759999,"651700536","R","24","031","703222","2008"
438,"1 TOMAR COURT, BLOOMFIELD, NJ, 7003","Match","Exact","1 TOMAR CT, BLOOMFIELD, NJ, 07003",40.817426438,-74.183353498,"646896854","R","34","013","015100","4003"
439,"1 TRANS AM PLAZA DR - 220, OAKBROOK TERRACE, IL, 60181","Tie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"1 TRINITY WAY, SAN RAFEL, CA, 94903","Match","Non_Exact","1 TRINITY WAY, SAN RAFAEL, CA, 94903",38.0086462720001,-122.55420175,"605764087","L","06","041","108202","1002"
441,"1 TRINITY WAY, SEYMOUR, IN, 47274","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,"1 TROJAN WAY, LEESBURG, GA, 31763","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,"1 TRUMAN AVENUE, LAKEWOOD, NJ, 8701","Match","Exact","1 TRUMAN AVE, LAKEWOOD, NJ, 08701",40.0603370170001,-74.218139787,"617764115","R","34","029","715800","1012"
444,"1 TRUSDALE DRIVE, OLD WESTBURY, NY, 11568","Match","Exact","1 TRUSDALE DR, OLD WESTBURY, NY, 11568",40.786545205,-73.6043255169999,"147699146","R","36","059","302502","2000"
445,"1 TULIP CT, OAKHURST, NJ, 7755","Match","Exact","1 TULIP CT, OAKHURST, NJ, 07755",40.2734597210001,-74.012989174,"90461089","L","34","025","806300","1008"
446,"1 TUMBLEWEED TER, TAYLORS, SC, 29687","Match","Exact","1 TUMBLEWEED TER, TAYLORS, SC, 29687",34.9340112180001,-82.290561461,"38307675","R","45","045","002611","3016"
447,"1 TURNER LANE, RANDOLPH, MA, 2368","Match","Exact","1 TURNER LN, RANDOLPH, MA, 02368",42.162574228,-71.043112099,"87313109","R","25","021","420302","5008"
448,"1 TURTLE CLAN COURT, MILLSTONE TOWNSHIP, NJ, 8510","Match","Exact","1 TURTLE CLAN CT, MILLSTONE TOWNSHIP, NJ, 08510",40.205002897,-74.432007168,"617271567","R","34","025","812502","1010"
449,"1 UNF DR C/O MVRC BLDG 2 STE 1100, JACKSONVILLE, FL, 32224","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"1 UNF DRIVE BUILDING14D ROOM2023, JACKSONVILLE, FL, 32224","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,"1 UNION AVE 784, BALA CYNWYD, PA, 19004","Match","Exact","1 UNION AVE, BALA CYNWYD, PA, 19004",40.0038600440001,-75.2300896469999,"135091619","R","42","091","204400","2008"
452,"1 UNION AVENUE PO BOX 1022, BALA CYNWYD, PA, 18914","Match","Non_Exact","1 UNION AVE, BALA CYNWYD, PA, 19004",40.0038600440001,-75.2300896469999,"135091619","R","42","091","204400","2008"
453,"1 UNION SQUARE SOUTH 12S, NEW YORK, NY, 10003","Tie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,"1 UNION SQUARE WEST SUITE 309, NEW YORK, NY, 10003","Match","Exact","1 UNION SQ W, NEW YORK, NY, 10003",40.735271939,-73.991679494,"59663966","L","36","061","005200","2006"
455,"1 UNION STREET, SELMA, AL, 36701","Match","Exact","1 UNION ST, SELMA, AL, 36701",32.4042190920001,-87.024947901,"1284246","L","01","047","956702","1028"
456,"1 UNITED NATIONS PLAZA R DC 1-0648, NEW YORK, NY, 10017","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,"1 UNIV OF NM SURG DEPT MSC10-5610, ALBUQUERQUE, NM, 87131","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,"1 UNIVERSITY AVENUE, FULTON, MO, 65251","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,"1 UNIVERSITY BLVD - 202 A-B HALL, SAINT LOUIS, MO, 63121","Match","Non_Exact","1 UNIVERSITY DR, SAINT LOUIS, MO, 63121",38.70861832,-90.3112679989999,"649761134","R","29","189","213701","2019"
460,"1 UNIVERSITY PLACE 16G, NEW YORK, NY, 10003","Match","Exact","1 UNIVERSITY PL, NEW YORK, NY, 10003",40.7307533260001,-73.9955188759999,"642471863","R","36","061","005900","3001"
461,"1 UNIVERSITY PLACE 9C, NEW YORK, NY, 10003","Match","Exact","1 UNIVERSITY PL, NEW YORK, NY, 10003",40.7307533260001,-73.9955188759999,"642471863","R","36","061","005900","3001"
462,"1 UNIVERSITY PLACE, CHESTER, PA, 19013","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,"1 UNIVERSITY PLAZA, YOUNGSTOWN, OH, 44555","Match","Non_Exact","1 UNIVERSITY PLZ, YOUNGSTOWN, OH, 44502",41.1059691090001,-80.644973686,"64610809","L","39","099","814000","3010"
464,"1 UNIVERSITY PLZ - 2000 BLISS HALL, YOUNGSTOWN, OH, 44555","Match","Non_Exact","1 UNIVERSITY PLZ, YOUNGSTOWN, OH, 44502",41.1059691090001,-80.644973686,"64610809","L","39","099","814000","3010"
465,"1 UNIVERSITY STATION, AUSTIN, TX, 78712","Match","Non_Exact","1 UNIVERSITY AVE, AUSTIN, TX, 78712",30.2867192840001,-97.739325215,"63945703","R","48","453","000601","2012"
466,"1 UPLAND ROAD, LEXINGTON, MA, 2420","Match","Non_Exact","1 UPLAND ST, LEXINGTON, MA, 02420",42.450926957,-71.225579189,"86882114","R","25","017","358700","3023"
467,"1 USONIAN DR, ACME, PA, 15610","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,"1 UTSA CIR, SAN ANTONIO, TX, 78249","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,"1 UTSA CIRCLE, SAN ANTONIO, TX, 78249","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,"1 UTULEI ROAD, PAGO PAGO, AS, 96799","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,"1 VALLEY ROAD, LEXINGTON, MA, 2421","Match","Exact","1 VALLEY RD, LEXINGTON, MA, 02421",42.4638760710001,-71.24114143,"86881563","R","25","017","358600","4001"
472,"1 VALLEY VIEW ROAD, BIG INDIAN, NY, 12410","Match","Exact","1 VALLEY VIEW RD, BIG INDIAN, NY, 12410",42.039351347,-74.4402991979999,"41859454","L","36","111","955300","1027"
473,"1 VELA WAY, EDGEWATER, NJ, 7020","Match","Exact","1 VELA WAY, EDGEWATER, NJ, 07020",40.840351067,-73.969720482,"615068702","R","34","003","013002","4001"
474,"1 VILLAGE WAY, NEW CITY, NY, 10956","Match","Exact","1 VILLAGE WAY, NEW CITY, NY, 10956",41.147886672,-73.966145867,"124597473","R","36","087","010802","1000"
475,"1 VINAL STREET, SOMERVILLE, MA, 2145","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,"1 VINE ST APT 1B, HILLSIDE, NJ, 7205","Match","Exact","1 VINE ST, HILLSIDE, NJ, 07205",40.693898259,-74.2227355859999,"60577602","R","34","039","032300","2016"
477,"1 VINEYARD CIRCLE APT 638, SLIPPERY ROCK, PA, 16057","Match","Exact","1 VINEYARD CIR, SLIPPERY ROCK, PA, 16057",41.060037053,-80.02950684,"653374125","R","42","019","910301","3054"
478,"1 VIRGINIA AVE UNIT 509, REHOBOTH BEACH, DE, 19971","Match","Exact","1 VIRGINIA AVE, REHOBOTH BCH, DE, 19971",38.719957729,-75.077174175,"106089360","L","10","005","051101","2003"
479,"1 VISTA ALBERI, NEWPORT COAST, CA, 92657","Match","Exact","1 VIS ALBERI, NEWPORT COAST, CA, 92657",33.6017325770001,-117.838294739,"608147723","R","06","059","062643","2000"
480,"1 VISTA MONTANA APT 4359, SAN JOSE, CA, 95134","Match","Exact","1 VIS MONTANA, SAN JOSE, CA, 95134",37.4149027180001,-121.953925278,"123180470","L","06","085","505014","3005"
481,"1 W CAMPBELL AVE APT 2150, PHOENIX, AZ, 85013","Match","Non_Exact","1 W CAMPBELL AVE, PHOENIX, AZ, 85013",33.5020378150001,-112.07385783,"128365061","L","04","013","117100","1004"
482,"1 W CAMPBELL AVE APT 2200, PHOENIX, AZ, 85013","Match","Non_Exact","1 W CAMPBELL AVE, PHOENIX, AZ, 85013",33.5020378150001,-112.07385783,"128365061","L","04","013","117100","1004"
483,"1 W DELMAR AVE, ALTON, IL, 62002","Match","Exact","1 W DELMAR AVE, ALTON, IL, 62002",38.922074443,-90.183661973,"107678060","L","17","119","402200","1000"
484,"1 W EDITH AVE, LOS ALTOS, CA, 94022","Match","Exact","1 W EDITH AVE, LOS ALTOS, CA, 94022",37.3813362280001,-122.114435918,"123016237","R","06","085","510500","3022"
485,"1 W FRONT ST, EL PASO, IL, 61738","Match","Exact","1 W FRONT ST, EL PASO, IL, 61738",40.7383234420001,-89.015916786,"8996219","L","17","203","030700","3167"
486,"1 W LAKE ST APT 304, MINNEAPOLIS, MN, 55408","Tie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,"1 W LAUREL ST, PINCKNEYVILLE, IL, 62274","Match","Exact","1 W LAUREL ST, PINCKNEYVILLE, IL, 62274",38.0815137660001,-89.3819569249999,"93113493","R","17","145","030200","5006"
488,"1 W LIBERTY ST STE 301, FARMINGTON, MO, 63640","Tie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,"1 W LONGFELLOW PLACE, LUDINGTON, MI, 49431","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,"1 W MANCHESTER BLVD, INGLEWOOD, CA, 90301","Match","Exact","1 W MANCHESTER BLVD, INGLEWOOD, CA, 90301",33.9617544130001,-118.355035264,"142750051","R","06","037","601211","1007"
491,"1 W MAPLEWOOD AVE, HORNELL, NY, 14843","Match","Exact","1 MAPLEWOOD AVE, HORNELL, NY, 14843",42.344468729,-77.660263935,"14709081","L","36","101","960600","2016"
492,"1 W PROSPECT AVENUE 80, MT VERNON, NY, 10550","Tie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,"1 W UNIVERSITY BLVD, BROWNVILLE, TX, 78520","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,"1 WAHOO AVE, GROTON, CT, 6349","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,"1 WALNUT LANE, COLONIA, NJ, 7067","Match","Exact","1 WALNUT LN, COLONIA, NJ, 07067",40.586528807,-74.314644519,"642133633","L","34","023","002402","1011"
496,"1 WALNUT LN, COLONIA, NJ, 7067","Match","Exact","1 WALNUT LN, COLONIA, NJ, 07067",40.586528807,-74.314644519,"642133633","L","34","023","002402","1011"
