"id","input_address","match","match_type","out_address","lat","lon","tiger_line_id","tiger_line_side","state_fips","county_fips","tract_fips","block_fips"
14,"0103 BLUE FLAG DRIVE, BRECKENRIDGE, CO, 80424","Match","Exact","103 BLUE FLAG DR, BRECKENRIDGE, CO, 80424",39.461278387,-106.039046569,"106054198","L","08","117","000403","2011"
15,"0131 ERMINE, CARBONDALE, CO, 81623","Match","Non_Exact","131 ERMINE LN, CARBONDALE, CO, 81623",39.400276584,-107.10232414,"644250678","L","08","037","000301","2018"
16,"0175 W ST RD 120, HOWE, IN, 46746","Match","Exact","175 STATE RD 120, HOWE, IN, 46746",41.719014804,-85.419076567,"8199082","R","18","087","970100","4038"
17,"01806 E US HIGHWAY 50, PIERCEVILLE, KS, 67868","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"01814 DREMAN AVENUE, CINCINNATI, OH, 45223","Match","Exact","1814 DREMAN AVE, CINCINNATI, OH, 45223",39.153417264,-84.548978704,"103922185","R","39","061","007700","2012"
19,"02 INDEPENDENCE CIR, SOUTHBURY, CT, 6488","Match","Exact","2 INDEPENDENCE CIR, SOUTHBURY, CT, 06488",41.4848067360001,-73.254441653,"624765788","L","09","009","348125","1009"
20,"0202 LONE PINE 5, ASPEN, CO, 81611","Match","Non_Exact","202 LONE PINE RD, ASPEN, CO, 81611",39.194828106,-106.814991749,"635579281","L","08","097","000403","2013"
21,"023 S 9TH STREET, MIDLOTHIAN, TX, 76065","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"0234 SW VERMONT ST, PORTLAND, OR, 97219","Match","Exact","234 SW VERMONT ST, PORTLAND, OR, 97219",45.4758334270001,-122.676145858,"157562288","R","41","051","005903","1014"
23,"02638 COUNTY RD 20, BRYAN, OH, 43506","Match","Exact","2638 CO RD 20, BRYAN, OH, 43506",41.4499965110001,-84.4383263569999,"207466253","R","39","171","950500","4017"
24,"03 EAGLE DRIVE, BERNALILLO, NM, 87004","Match","Exact","3 EAGLE DR, BERNALILLO, NM, 87004",35.3396988980001,-106.522965312,"194027716","R","35","043","011101","2058"
25,"0320 SW MONTGOMERY ST NO 423, PORTLAND, OR, 97201","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"0325 SW RIVERSIDE STREET, PORTLAND, OR, 97219","Match","Exact","325 SW RIVERSIDE ST, PORTLAND, OR, 97219",45.4503654750001,-122.675305999,"157526120","L","41","051","006300","1040"
27,"0339 SW TEXAS ST, PORTLAND, OR, 97219","Match","Exact","339 SW TEXAS ST, PORTLAND, OR, 97219",45.473695074,-122.674671355,"157562290","L","41","051","005903","1014"
28,"04 COUNTY ROAD 1068, ABBEVILLE, MS, 38601","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,"04 E MAIN, FORT PIERRE, SD, 57532","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"04316 COSIER ROAD, EAST JORDAN, MI, 49727","Match","Exact","4316 COSIER RD, EAST JORDAN, MI, 49727",45.1649273940001,-85.0624514639999,"134499988","R","26","029","001200","2010"
31,"049 SW PORTER STREET, PORTLAND, OR, 97201","Match","Exact","49 SW PORTER ST, PORTLAND, OR, 97201",45.5015389260001,-122.677063833,"157507873","L","41","051","005701","1016"
32,"0520 RABBIT WAY, OLD SNOWMASS, CO, 81654","Match","Non_Exact","520 RABBIT WAY, SNOWMASS, CO, 81654",39.266478772,-106.972062685,"105954226","L","08","097","000102","2013"
33,"05200 MARION CENTER PO BOX 83, CHARLEVOIX, MI, 49720","Match","Non_Exact","5200 MARION CENTER RD, CHARLEVOIX, MI, 49720",45.283080451,-85.271120646,"134483676","R","26","029","000800","2020"
34,"0524 SW DAKOTA STREET, PORTLAND, OR, 97239","Match","Exact","524 SW DAKOTA ST, PORTLAND, OR, 97239",45.4779658640001,-122.673423899,"157508844","R","41","051","005903","1006"
35,"05471 23 1/2 STREET, GOBLES, MI, 49055","Match","Exact","5471 23 1/2 ST, GOBLES, MI, 49055",42.3985899840001,-85.779096711,"34753702","R","26","159","010102","2016"
36,"05675 CHURCH ROAD, BOYNE CITY, MI, 49712","Match","Exact","5675 CHURCH RD, BOYNE CITY, MI, 49712",45.3212669800001,-85.090446802,"134502512","R","26","029","000300","1010"
37,"05770 STEPHENS ROAD, CHARLEVOIX, MI, 49720","Match","Exact","5770 STEPHENS RD, CHARLEVOIX, MI, 49720",45.2897511260001,-85.10782934,"134502292","R","26","029","000400","2027"
38,"0615 SW PALATINE HILL ROAD, PORTLAND, OR, 97219","Match","Exact","615 SW PALATINE HILL RD, PORTLAND, OR, 97219",45.4500824100001,-122.672570033,"157526132","L","41","051","006300","1026"
39,"06504 CR 43, HOLYOKE, CO, 80734","Match","Exact","6504 CO RD 43, HOLYOKE, CO, 80734",40.482244425,-102.263029164,"649644155","R","08","095","967600","1240"
40,"07733 EGLER ROAD, DEFIANCE, OH, 43512","Match","Exact","7733 EGLER RD, DEFIANCE, OH, 43512",41.3300206760001,-84.24677237,"6695380","R","39","039","958100","4029"
41,"08860 WEST SHORE DRIVE, GRAND JUNCTION, MI, 49056","Match","Exact","8860 W SHORE DR, GRAND JCT, MI, 49056",42.3864972850001,-86.062498386,"34760805","L","26","159","010202","1013"
42,"09701 ST RT 107 LOT 13, MONTPELIER, OH, 43543","Match","Non_Exact","9701 STATE RTE 107, MONTPELIER, OH, 43543",41.58634743,-84.639380205,"649954610","R","39","171","950200","2066"
43,"0N054 CEDAR CT, WINFIELD, IL, 60190","Match","Exact","0N54 CEDAR CT, WINFIELD, IL, 60190",41.873789215,-88.1428077849999,"112594764","R","17","043","841802","2012"
44,"0N080 PIERCE AVENUE, WHEATON, IL, 60187","Match","Exact","0N80 PIERCE AVE, WHEATON, IL, 60187",41.8742975970001,-88.128241078,"635446897","L","17","043","841802","2022"
45,"0N151 WINDERMERE RD UNIT 1004, WINFIELD, IL, 60190","Match","Exact","0N151 WINDERMERE RD, WINFIELD, IL, 60190",41.876316155,-88.159871876,"112579923","R","17","043","841401","2022"
46,"0N325 ARMSTRONG LN, GENEVA, IL, 60134","Tie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,"0N457 CLOOS CT, WINFIELD, IL, 60190","Match","Exact","0N457 CLOOS CT, WINFIELD, IL, 60190",41.880437536,-88.1501834699999,"112521077","L","17","043","841404","2038"
48,"0N560 WELLINGTON CT, GENEVA, IL, 60134","Match","Exact","0N560 WELLINGTON CT, GENEVA, IL, 60134",41.87613371,-88.396258157,"640736090","R","17","089","854505","5007"
49,"0S564 BRANFORD LN, GENEVA, IL, 60134","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"1  E  CHASE  STREET  STE  209, BALTIMORE, MD, 21202","Match","Non_Exact","1 E CHASE ST, BALTIMORE, MD, 21202",39.302403321,-76.615915791,"642142032","R","24","510","110200","3010"
51,"1 1/2 OPUS DRIVE, NEWARK, DE, 19702","Match","Exact","1 OPUS DR, NEWARK, DE, 19702",39.6494415240001,-75.671627674,"187281401","R","10","003","014906","1004"
52,"1 55 STOLLE LANE, FLATONIA, TX, 78941","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"1 55TH PLACE SOUTH / SUITE 202, BIRMINGHAM, AL, 35211","Match","Non_Exact","1 55TH PL S, BIRMINGHAM, AL, 35212",33.539352582,-86.751135039,"81578684","L","01","073","000300","2031"
54,"1 55TH PLACE SOUTH, BIRMINGHAM, AL, 35212","Match","Exact","1 55TH PL S, BIRMINGHAM, AL, 35212",33.539352582,-86.751135039,"81578684","L","01","073","000300","2031"
55,"1 7 LEHIGH AVENUE D-1, NEWARK, NJ, 7112","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"1 ABBEY DRIVE, ST. BENEDICT, OR, 97373","Match","Exact","1 ABBEY DR, SAINT BENEDICT, OR, 97373",45.0585332220001,-122.778962303,"636185393","R","41","047","010400","5042"
57,"1 ABBOTT ROAD UNIT 123, ELLINGTON, CT, 6029","Match","Exact","1 ABBOTT RD, ELLINGTON, CT, 06029",41.878445653,-72.4991647369999,"623768566","R","09","013","535101","2003"
58,"1 ABBY COURT, MORICHES, NY, 11955","Match","Exact","1 ABBY CT, MORICHES, NY, 11955",40.798230211,-72.821742816,"114273983","R","36","103","159603","2001"
59,"1 ACADEMY LOOP, MINTURN, CO, 81645","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"1 ACADEMY STREET, PARIS, ME, 4271","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"1 ACORN LANE, PLAINVIEW, NY, 11803","Match","Exact","1 ACORN LN, PLAINVIEW, NY, 11803",40.7871790950001,-73.496417919,"147641973","L","36","059","519601","1002"
62,"1 ADEE DRIVE EDGEWATER PARK, BRONX, NY, 10465","Match","Exact","1 ADEE DR, BRONX, NY, 10465",40.8221426540001,-73.811590515,"80307442","L","36","005","013800","1014"
63,"1 ADEE DRIVE, BRONX, NY, 10465","Match","Exact","1 ADEE DR, BRONX, NY, 10465",40.8221426540001,-73.811590515,"80307442","L","36","005","013800","1014"
64,"1 AIREY COURT, JB ANDREWS, MD, 20762","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,"1 AIRPORT ROAD PO BOX 96, ANITA, IA, 50020","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,"1 AJAX DR STE 102, MADISON HEIGHTS, MI, 48071","Match","Exact","1 AJAX DR, MADISON HEIGHTS, MI, 48071",42.511373077,-83.106556008,"69744754","R","26","125","181200","1005"
67,"1 ALDEN ROAD, EAST ROCKAWAY, NY, 11518","Match","Exact","1 ALDEN RD, EAST ROCKAWAY, NY, 11518",40.6433595300001,-73.673366885,"147679764","R","36","059","412100","5014"
68,"1 ALEX CT, MONROE, NJ, 8831","Match","Exact","1 ALEX CT, MONROE, NJ, 08831",40.357116569,-74.406104177,"632412727","L","34","023","008211","3024"
69,"1 ALEXANDER STREET  SUITE 118C, YONKERS, NY, 10701","Match","Exact","1 ALEXANDER ST, YONKERS, NY, 10701",40.936018038,-73.9027351999999,"634269230","R","36","119","000401","3001"
70,"1 ALEXANDER STREET APT 512, YONKERS, NY, 10701","Match","Exact","1 ALEXANDER ST, YONKERS, NY, 10701",40.936018038,-73.9027351999999,"634269230","R","36","119","000401","3001"
71,"1 ALFRED MILEY AVE, SHEBOYGAN FALLS, WI, 53085","Match","Exact","1 ALFRED MILEY AVE, SHEBOYGAN FALLS, WI, 53085",43.7376115590001,-87.804373616,"624878998","L","55","117","010602","1068"
72,"1 ALUMNI DRIVE, HAMPTON, NH, 3842","Match","Exact","1 ALUMNI DR, HAMPTON, NH, 03842",42.932747116,-70.834883756,"113697392","R","33","015","065009","2005"
73,"1 ALUMNI HOUSE BERKELEY CA 94572, BERKELEY, CA, 94572","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"1 ALVIN DR, GREENVILLE, SC, 29605","Match","Exact","1 ALVIN DR, GREENVILLE, SC, 29605",34.795515381,-82.386493988,"38305368","R","45","045","001502","1036"
75,"1 AMBIANA AVENUE, RAYMOND, ME, 4071","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"1 AMERICAN BLVD, EAU CLAIRE, WI, 54701","Match","Exact","1 AMERICAN BLVD, EAU CLAIRE, WI, 54701",44.7930522360001,-91.5336862939999,"46066938","R","55","035","000900","3017"
77,"1 AMHERST STREET E40-160, CAMBRIDGE, MA, 2142","Match","Exact","1 AMHERST ST, CAMBRIDGE, MA, 02142",42.3610678220001,-71.0844678619999,"86871154","R","25","017","353102","1015"
78,"1 AMY STREET, PROVIDENCE, RI, 2906","Match","Exact","1 AMY ST, PROVIDENCE, RI, 02906",41.825017884,-71.392335997,"47467682","R","44","007","003500","2013"
79,"1 ANTHONY WAY, CANTON, MA, 2021","Match","Exact","1 ANTHONY WAY, CANTON, MA, 02021",42.154482875,-71.0954642679999,"87278847","R","25","021","415201","2013"
80,"1 APPIAN WAY UNIT 715-6, SOUTH SAN FRANCISCO, CA, 94080","Match","Exact","1 APPIAN WAY, S SAN FRAN, CA, 94080",37.6431251330001,-122.450370565,"635506194","L","06","081","602500","3000"
81,"1 ARABIAN DR, PENDLETON, IN, 46064","Match","Exact","1 ARABIAN DR, PENDLETON, IN, 46064",39.9964472070001,-85.737148599,"31112471","L","18","095","011502","1017"
82,"1 ARABIAN DRIVE, PENDLETON, IN, 46064","Match","Exact","1 ARABIAN DR, PENDLETON, IN, 46064",39.9964472070001,-85.737148599,"31112471","L","18","095","011502","1017"
83,"1 ARBOR FIELD CT, OLD WESTBURY, NY, 11568","Match","Exact","1 ARBOR FIELD CT, OLD WESTBURY, NY, 11568",40.779409522,-73.5693569159999,"636073752","R","36","059","518501","1020"
84,"1 ARCH ROAD SUITE 12, WESTFIELD, MA, 1085","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,"1 ARLENE DRIVE, WEST LONG BRANCH, NJ, 7764","Match","Non_Exact","1 S ARLENE DR, W LONG BRANCH, NJ, 07764",40.2896072500001,-74.032519441,"90460807","R","34","025","806202","3023"
86,"1 ASPEN DR STE 85, LOVELAND, CO, 80538","Match","Exact","1 ASPEN DR, LOVELAND, CO, 80538",40.4218190940001,-105.094445605,"188521202","L","08","069","001811","1011"
87,"1 ASPEN LANE, ACTON, MA, 1720","Match","Exact","1 ASPEN LN, ACTON, MA, 01720",42.516222466,-71.429484685,"646805091","R","25","017","363106","1007"
88,"1 ASTELLAS WAY, NORTHBROOK, IL, 60062","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"1 ASTER LANE, GARFIELD, NJ, 7026","Match","Exact","1 ASTER LN, GARFIELD, NJ, 07026",40.8868403060001,-74.1277749509999,"651699849","R","34","003","021200","1004"
90,"1 AURORA GONZALEZ DR, TOLEDO, OH, 43609","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,"1 AURORA L GONZALEZ DR, TOLEDO, OH, 43609","Match","Exact","1 AURORA L GONZALEZ DR, TOLEDO, OH, 43609",41.6312702070001,-83.563097392,"33939203","L","39","095","004200","3002"
92,"1 AUTO ROW DRIVE SUTIE 400, BLOOMINGTON, IL, 61704","Match","Exact","1 AUTO ROW DR, BLOOMINGTON, IL, 61704",40.500930763,-88.951506893,"20564540","L","17","113","001106","1003"
93,"1 AVONDALE COURT, BRIARCLIFF MANOR, NY, 10510","Match","Exact","1 AVONDALE CT, BRIARCLIFF MANOR, NY, 10510",41.127664779,-73.841108232,"139823955","L","36","119","013201","2030"
94,"1 B CANVASSBACK COURT, BERLIN, MD, 21811","Match","Exact","1 CANVASSBACK CT, BERLIN, MD, 21811",38.376622814,-75.1299797409999,"114525460","L","24","047","951102","2002"
95,"1 B-E P O BOX 2164, ELLICOTT CITY, MD, 21041","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"1 BABYLON TPKE UNIT 428, ROOSEVELT, NY, 11575","Match","Exact","1 BABYLON TPKE, ROOSEVELT, NY, 11575",40.678632179,-73.5890688429999,"147630686","L","36","059","413900","2005"
97,"1 BAINBRIDGE DR, DALLAS, GA, 30132","Match","Exact","1 BAINBRIDGE DR, DALLAS, GA, 30132",33.9721699510001,-84.813873842,"17747475","L","13","223","120108","2002"
98,"1 BARKER ST, RACINE, WI, 53402","Match","Exact","1 BARKER ST, RACINE, WI, 53402",42.738101886,-87.7813408229999,"625110133","L","55","101","000400","1012"
99,"1 BASIL WAY APT 7, BLOOMINGTON, IL, 61705","Match","Exact","1 BASIL WAY, BLOOMINGTON, IL, 61705",40.451885368,-89.025191621,"20576880","L","17","113","001402","1025"
100,"1 BATTERY PARK PLAZA FL 18, NEW YORK, NY, 10004","Match","Non_Exact","1 BATTERY PL, NEW YORK, NY, 10004",40.7045889730001,-74.0143186669999,"59659606","R","36","061","001300","2008"
101,"1 BATTERY PARK PLAZA, NEW YORK, NY, 10004","Match","Non_Exact","1 BATTERY PL, NEW YORK, NY, 10004",40.7045889730001,-74.0143186669999,"59659606","R","36","061","001300","2008"
102,"1 BATTLIN BUC BLVD, CORPUS CHRISTI, TX, 78408","Match","Exact","1 BATTLIN BUC BLVD, CORPUS CHRISTI, TX, 78408",27.7965976720001,-97.4221371,"178514741","L","48","355","000601","1001"
103,"1 BAYBERRY DR, MALTA, NY, 12020","Match","Exact","1 BAYBERRY DR, MALTA, NY, 12020",42.979554959,-73.787969174,"18815783","L","36","091","061905","3012"
104,"1 BAYSPRINGS COURT, SAVANNAH, GA, 31405","Match","Exact","1 BAYSPRINGS CT, SAVANNAH, GA, 31405",32.0701862380001,-81.223917161,"6194405","L","13","051","010812","2006"
105,"1 BEACH DRIVE SE UNIT 2314, ST PETERSBURG, FL, 33701","Match","Exact","1 BEACH DR SE, SAINT PETERSBURG, FL, 33701",27.7711593860001,-82.633344704,"124713652","R","12","103","021501","1016"
106,"1 BEACON STREET 15TH FLOOR, BOSTON, MA, 2108","Match","Exact","1 BEACON ST, BOSTON, MA, 02108",42.3581123710001,-71.060421576,"85720176","R","25","025","030302","1038"
107,"1 BEAR PLACE UNIT 97126, WACO, TX, 76798","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"1 BEECHWOOD LANE, KINNELON, NJ, 7405","Match","Exact","1 BEECHWOOD LN, KINNELON, NJ, 07405",41.002087315,-74.410247995,"60426607","R","34","027","040702","2013"
109,"1 BELAIRE, LAGUNA NIGUEL, CA, 92677","Match","Exact","1 BELAIRE, LAGUNA NIGUEL, CA, 92677",33.5032075180001,-117.714881139,"144098742","R","06","059","042317","3000"
110,"1 BELL ACRES, PECOS, TX, 79772","Match","Non_Exact","1 BELL ACRES ST, PECOS, TX, 79772",31.4166791700001,-103.520725126,"637612088","L","48","389","950600","1188"
111,"1 BELLWOOD DRIVE, BARRINGTON, IL, 60010","Match","Exact","1 BELLWOOD DR, BARRINGTON, IL, 60010",42.154729178,-88.179954623,"119700110","L","17","097","864307","1095"
112,"1 BELMONT AVE   STE 519, BALA CYNWYD, PA, 19004","Match","Exact","1 BELMONT AVE, BALA CYNWYD, PA, 19004",40.004150597,-75.220819219,"634819551","R","42","091","204300","3004"
113,"1 BENJAMIN FRANKLIN WAY, FRANKLIN, OH, 45005","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,"1 BENTLEY COURT, MANSFIELD, TX, 76063","Match","Exact","1 BENTLEY CT, MANSFIELD, TX, 76063",32.5928293640001,-97.104631846,"101962752","L","48","439","111311","2010"
115,"1 BENTLEY COURT, VOORHEES, NJ, 8043","Match","Exact","1 BENTLEY CT, VOORHEES, NJ, 08043",39.836637647,-74.933183265,"134382061","R","34","007","607504","1001"
116,"1 BENTON COURT, WILMINGTON, DE, 19810","Match","Exact","1 BENTON CT, WILMINGTON, DE, 19810",39.8107282720001,-75.518937267,"187259727","R","10","003","011206","1020"
117,"1 BENTWOOD DRIVE, WESTAMPTON, NJ, 8060","Match","Exact","1 BENTWOOD DR, WESTAMPTON, NJ, 08060",40.0203398240001,-74.853112873,"134073203","R","34","005","702701","1018"
118,"1 BERGEN CO PLAZA SECOND FLOOR, HACKENSACK, NJ, 7601","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,"1 BERKSHIRE SQUARE 309, ADAMS, MA, 1220","Match","Exact","1 BERKSHIRE SQ, ADAMS, MA, 01220",42.6249699250001,-73.118803654,"3978321","R","25","003","922200","3036"
120,"1 BERLIN RD, CLEMENTON, NJ, 8021","Match","Exact","1 BERLIN RD, CLEMENTON, NJ, 08021",39.805586152,-74.990226274,"134393657","L","34","007","608600","3019"
121,"1 BERNARD AVE, NORWOOD, NY, 13668","Match","Exact","1 BERNARD AVE, NORWOOD, NY, 13668",44.749864002,-74.9953346469999,"155160855","L","36","089","491000","1030"
122,"1 BERRY ST, PLAINVILLE, MA, 2762","Match","Exact","1 BERRY ST, PLAINVILLE, MA, 02762",42.02314893,-71.3458349439999,"87258266","R","25","021","440101","2006"
123,"1 BETHANY ROAD - SUITE 80, HAZLET, NJ, 7730","Match","Exact","1 BETHANY RD, HAZLET, NJ, 07730",40.4156447020001,-74.1789260529999,"640005462","L","34","025","802300","1033"
124,"1 BIG BLUE AVE, SOUTH WHITLEY, IN, 46787","Match","Exact","1 BIG BLUE AVE, SOUTH WHITLEY, IN, 46787",41.0831138120001,-85.6327582119999,"6648949","R","18","183","050300","3024"
125,"1 BIGELOW DRIVE, HARRISBURG, PA, 17103","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,"1 BIRDWOOD DRIVE, NATCHEZ, MS, 39120","Match","Exact","1 BIRDWOOD DR, NATCHEZ, MS, 39120",31.573451516,-91.367260046,"79847278","R","28","001","000200","3018"
127,"1 BLACK BEAR DRIVE, CANTON, NC, 28716","Match","Exact","1 BLACK BEAR DR, CANTON, NC, 28716",35.5231958520001,-82.841560127,"151784595","R","37","087","920300","3008"
128,"1 BLACKFIELD DRIVE / 158, TIBURON, CA, 94920","Match","Exact","1 BLACKFIELD DR, TIBURON, CA, 94920",37.8987722160001,-122.5012943,"192785798","L","06","041","124100","5015"
129,"1 BLUE DOLPHIN DR, BEAUFORT, SC, 29906","Match","Exact","1 BLUE DOLPHIN DR, BEAUFORT, SC, 29906",32.433095575,-80.750623576,"87635698","R","45","013","000501","1042"
130,"1 BLUE HAWK DRIVE, EXETER, NH, 3833","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,"1 BLUE HERONS WAY, PEPPERELL, MA, 1463","Match","Exact","1 BLUE HERONS WAY, PEPPERELL, MA, 01463",42.684357178,-71.6131163869999,"86929085","L","25","017","327101","2007"
132,"1 BLUE HILL PLAZA SUITE 1633, PEARL RIVER, NY, 10965","Match","Exact","1 BLUE HILL PLZ, PEARL RIVER, NY, 10965",41.0500962940001,-74.007978317,"124626218","R","36","087","012800","5042"
133,"1 BLUE SLIP APT 22R, BROOKLYN, NY, 11222","Match","Exact","1 BLUE SLIP, BROOKLYN, NY, 11222",40.736082411,-73.958999991,"650172587","R","36","047","056302","2000"
134,"1 BLUE STREAK BLVD, SARATOGA SPRINGS, NY, 12866","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,"1 BON PRICE TERRACE, ST LOUIS, MO, 63132","Match","Exact","1 BON PRICE TER, SAINT LOUIS, MO, 63132",38.6693010590001,-90.362524316,"100193898","R","29","189","215500","3019"
136,"1 BONAPARTE POINT ROAD, HOPATCONG, NJ, 7843","Match","Exact","1 BONAPARTE POINT RD, HOPATCONG, NJ, 07843",40.9538742920001,-74.6399513009999,"98043761","L","34","037","374700","2006"
137,"1 BOSQUET CT APT Q3, SUMMERVILLE, SC, 29485","Match","Exact","1 BOSQUET CT, SUMMERVILLE, SC, 29485",32.9804947590001,-80.185370909,"636197928","R","45","035","010808","1032"
138,"1 BOSTON PL STE 2600, BOSTON, MA, 2108","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,"1 BOTNAY VIEW COURT EXTENSION, ASHEVILLE, NC, 28805","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"1 BOW MARKET WAY SUITE 19, SOMERVILLE, MA, 2143","Match","Non_Exact","1 BOW ST, SOMERVILLE, MA, 02143",42.3797371590001,-71.096224693,"86869437","R","25","017","351300","2010"
141,"1 BOXELDER COURT, GREENSBORO, NC, 27405","Match","Exact","1 BOXELDER CT, GREENSBORO, NC, 27405",36.175890968,-79.6990024579999,"131115274","R","37","081","015401","2002"
142,"1 BRAMBLEWOOD STREET, BRIDGEWAER, MA, 2324","Match","Non_Exact","1 BRAMBLEWOOD ST, BRIDGEWATER, MA, 02324",41.9767099430001,-70.927356016,"87466565","R","25","023","525204","1016"
143,"1 BRANDYWINE DRIVE, MORGANVILLE, NJ, 7751","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,"1 BRATENAHL PLACE SUITE 402, CLEVELAND, OH, 44108","Match","Exact","1 BRATENAHL PL, CLEVELAND, OH, 44108",41.5501684990001,-81.6155185809999,"624189441","L","39","035","192800","1004"
145,"1 BRIDGE PLAZA NORTH SUITE 550, FORT LEE, NJ, 7024","Match","Exact","1 BRIDGE PLZ N, FORT LEE, NJ, 07024",40.854708454,-73.9647800339999,"641322298","L","34","003","019102","2013"
146,"1 BRIDGE ST STE 210, PLYMOUTH, NH, 3264","Match","Exact","1 BRIDGE ST, PLYMOUTH, NH, 03264",43.760025537,-71.687301681,"145667343","R","33","009","961002","2003"
147,"1 BRIDGE ST, SIDNEY, NY, 13838","Match","Exact","1 BRIDGE ST, SIDNEY, NY, 13838",42.316068581,-75.392662106,"41554635","L","36","025","970402","2003"
148,"1 BRIDGE STREET - STE 210, PLYMOUTH, NH, 3264","Match","Exact","1 BRIDGE ST, PLYMOUTH, NH, 03264",43.760025537,-71.687301681,"145667343","R","33","009","961002","2003"
149,"1 BRIDGE STREET - SUITE 207, PLYMOUTH, NH, 3264","Match","Exact","1 BRIDGE ST, PLYMOUTH, NH, 03264",43.760025537,-71.687301681,"145667343","R","33","009","961002","2003"
150,"1 BROAD COVE RD, WEST BATH, ME, 4530","Match","Exact","1 BROAD COVE RD, WEST BATH, ME, 04530",43.8743181730001,-69.887984435,"75604837","R","23","023","970700","3026"
