"id","input_address","match","match_type","out_address","lat","lon","tiger_line_id","tiger_line_side","state_fips","county_fips","tract_fips","block_fips"
42,"10 NORTH BRIDGES STREET, HAMLET, NC, 28345","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,"10 NORTH COLLEGE STREET, HOMERVILLE, GA, 31634","Match","Exact","10 N COLLEGE ST, HOMERVILLE, GA, 31634",31.034888494,-82.75060783,"5079287","R","13","065","970100","4046"
44,"10 NORTH DEARBORN SUITE 500, CHICAGO, IL, 60602","Match","Non_Exact","10 N DEARBORN ST, CHICAGO, IL, 60602",41.8820891390001,-87.629408717,"111768774","L","17","031","839100","1059"
45,"10 NORTH LUDLOW SUITE 1100, DAYTON, OH, 45402","Match","Non_Exact","10 N LUDLOW ST, DAYTON, OH, 45402",39.75945861,-84.1936390669999,"143571345","R","39","113","001501","3027"
46,"10 NORTH MAIN STREET, VERGENNES, VT, 5491","Match","Exact","10 N MAIN ST, VERGENNES, VT, 05491",44.170714608,-73.248899579,"136443632","L","50","001","960300","1011"
47,"10 NORTH MARKET STREET UNIT 306, LANCASTER, PA, 17603","Match","Exact","10 N MARKET ST, LANCASTER, PA, 17603",40.0380730100001,-76.306746834,"179664584","L","42","071","000100","2006"
48,"10 NORTH PINE AVENUE, ALBANY, NY, 12203","Match","Exact","10 N PINE AVE, ALBANY, NY, 12203",42.667470409,-73.793218539,"18308709","L","36","001","000502","2003"
49,"10 NORTH ST, ASHEVILLE, NC, 28801","Match","Exact","10 NORTH ST, ASHEVILLE, NC, 28801",35.6080547350001,-82.5625627909999,"36844382","R","37","021","000400","1036"
50,"10 NORTH STREET, MIDDLETOWN, NY, 10940","Match","Exact","10 NORTH ST, MIDDLETOWN, NY, 10940",41.44529062,-74.419960439,"124389284","L","36","071","015100","1016"
51,"10 NORTHGATE DRIVE, HOWELL, NJ, 7731","Match","Exact","10 NORTHGATE DR, HOWELL, NJ, 07731",40.1628722190001,-74.2121213039999,"90450652","R","34","025","811401","2012"
52,"10 NORTHRIDGE LANE, SANDY, UT, 84092","Match","Exact","10 NORTHRIDGE LN, SANDY, UT, 84092",40.5511752740001,-111.810784599,"176096494","R","49","035","112814","2025"
53,"10 NORTHWOOD DRIVE, HAGERSTOWN, IN, 47346","Match","Exact","10 NORTHWOOD DR, HAGERSTOWN, IN, 47346",39.9176727930001,-85.1607370149999,"31334241","R","18","177","010400","4018"
54,"10 NOUVELLE WAY UNIT T623, NATICK, MA, 1760","Match","Exact","10 NOUVELLE WAY, NATICK, MA, 01760",42.3037050730001,-71.383373644,"87138234","L","25","017","382602","4001"
55,"10 NW 42 AVENUE SUITE 200, MIAMI, FL, 33126","Match","Non_Exact","10 NW 42ND AVE, MIAMI, FL, 33126",25.771813041,-80.263694442,"116010413","L","12","086","004903","3007"
56,"10 NW MARSHALL STREET SUITE 300, PORTLAND, OR, 97209","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,"10 OAK BRANCH SUITE A, GREENSBORO, NC, 27407","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"10 OAK ST, ST AUGUSTINE, FL, 32084","Match","Exact","10 OAK ST, SAINT AUGUSTINE, FL, 32084",29.918765975,-81.319707592,"92581465","L","12","109","020200","1014"
59,"10 OAK VALLEY DR, BOONVILLE, MO, 65233","Match","Non_Exact","10 OAK VALLEY RD, BOONVILLE, MO, 65233",38.9634458260001,-92.734340241,"23693377","L","29","053","950400","2007"
60,"10 OAKRIDGE CIR, TEXARKANA, TX, 75503","Match","Exact","10 OAKRIDGE CIR, TEXARKANA, TX, 75503",33.486388317,-94.070999998,"57667479","L","48","037","010903","1017"
61,"10 OAKWOOD AVENUE, BLOOMFIELD, NJ, 7003","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,"10 OAKWOOD CT, HOLMDEL, NJ, 7733","Match","Exact","10 OAKWOOD CT, HOLMDEL, NJ, 07733",40.385616134,-74.1953089629999,"90499685","R","34","025","803300","2007"
63,"10 OCOTILLO STREET, SEDONA, AZ, 86351","Match","Exact","10 OCOTILLO ST, SEDONA, AZ, 86351",34.77848307,-111.756158138,"159475137","L","04","025","001703","1023"
64,"10 ODESSA DRIVE, GREAT MEADOWS, NJ, 7838","Match","Exact","10 ODESSA DR, GREAT MEADOWS, NJ, 07838",40.859435621,-74.908195051,"98098992","R","34","041","031301","1036"
65,"10 OLD BREVARD RD, ASHEVILLE, NC, 28806","Tie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,"10 OLD WOOD RD, POMONA, CA, 91766","Match","Exact","10 OLD WOOD RD, POMONA, CA, 91766",34.033840975,-117.775663847,"634995175","R","06","037","403318","3009"
67,"10 ORLANDO COURT, BILLERICA, MA, 1821","Match","Exact","10 ORLANDO CT, BILLERICA, MA, 01821",42.533619431,-71.216893138,"646619228","R","25","017","316202","2014"
68,"10 OTTER COURT, NORTH MANKATO, MN, 56003","Match","Exact","10 OTTER CT, NORTH MANKATO, MN, 56003",44.1776822300001,-94.0669850149999,"28698402","R","27","103","480501","2012"
69,"10 OVERLOOK DRIVE, BRIDGEWATER, NJ, 8807","Match","Exact","10 OVERLOOK DR, BRIDGEWATER, NJ, 08807",40.60175036,-74.608389264,"59937595","R","34","035","050902","2003"
70,"10 OVERLOOK TRAIL APT  10311, PEABODY, MA, 1960","Match","Exact","10 OVERLOOK TRL, PEABODY, MA, 01960",42.5224508050001,-70.9911449539999,"636000181","R","25","009","210302","1009"
71,"10 OWENS DRIVE, MONROE, NJ, 8831","Match","Exact","10 OWENS DR, MONROE, NJ, 08831",40.2884853200001,-74.465831817,"626847866","L","34","023","008214","3009"
72,"10 PAERDEGAT 12 STREET, BROOKLYN, NY, 11236","Match","Exact","10 PAERDEGAT 12TH ST, BROOKLYN, NY, 11236",40.6280209220001,-73.9039548439999,"59086848","R","36","047","099800","2004"
73,"10 PALM DRIVE, CENTER CONWAY, NH, 3813","Match","Exact","10 PALM DR, CENTER CONWAY, NH, 03813",44.0247159140001,-71.004740489,"145584019","R","33","003","955301","1028"
74,"10 PARISH ST, DORCHESTER, MA, 2122","Match","Exact","10 PARISH ST, DORCHESTER, MA, 02122",42.307984264,-71.0624426259999,"85713180","L","25","025","091600","2000"
75,"10 PARKSIDE DRIVE, KINCHELOE, MI, 49788","Match","Exact","10 PARKSIDE DR, KINCHELOE, MI, 49788",46.2684757960001,-84.460713841,"130568591","L","26","033","970900","1001"
76,"10 PEARL ROAD, EAST BRUNSWICK, NJ, 8816","Match","Exact","10 PEARL RD, E BRUNSWICK, NJ, 08816",40.4257449250001,-74.371921511,"60282147","R","34","023","006703","5012"
77,"10 PEARL ST, LONG BRANCH, NJ, 7740","Match","Exact","10 PEARL ST, LONG BRANCH, NJ, 07740",40.2993827660001,-74.0010584299999,"90460457","R","34","025","805900","4002"
78,"10 PERRON ROAD BOX 203, HARTLAND, VT, 5048","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"10 PERRY ROAD, BLOOMFILED, NJ, 7003","Match","Non_Exact","10 PERRY RD, BLOOMFIELD, NJ, 07003",40.8291957070001,-74.174480586,"63452889","R","34","013","014900","4008"
80,"10 PHEASANT RUN ROAD, LAKEVILLE, MA, 2347","Match","Exact","10 PHEASANT RUN RD, LAKEVILLE, MA, 02347",41.8611513290001,-70.920381845,"87466884","R","25","023","540101","3013"
81,"10 PHILBROOK TERRACE, HAMPTON, NH, 3842","Match","Exact","10 PHILBROOK TER, HAMPTON, NH, 03842",42.945891815,-70.8286961479999,"113690296","L","33","015","065009","1007"
82,"10 PICKENS LANE, WEAVERVILLE, NC, 28787","Match","Exact","10 PICKENS LN, WEAVERVILLE, NC, 28787",35.7007985020001,-82.553446128,"36910095","R","37","021","002702","1014"
83,"10 PIER COURT, MILFORD, CT, 6460","Match","Exact","10 PIER CT, MILFORD, CT, 06460",41.2332703160001,-72.997474446,"3741953","L","09","009","151200","2013"
84,"10 PIERRTEPONT STREET, BROOKLYN, NY, 11201","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,"10 PINE CONE LANE, SPARTA, NJ, 7871","Match","Exact","10 PINE CONE LN, SPARTA, NJ, 07871",41.0245796030001,-74.635530831,"98032437","L","34","037","373300","1001"
86,"10 PINE LOOP, CEDAR CREST, NM, 87008","Match","Exact","10 PINE LOOP, CEDAR CREST, NM, 87008",35.1499547020001,-106.354305076,"206724707","R","35","001","003804","3012"
87,"10 PINE TREE HILL ROAD, NEWTOWN, CT, 6470","Match","Exact","10 PINE TREE HILL RD, NEWTOWN, CT, 06470",41.357656315,-73.2786650359999,"3237126","R","09","001","230400","2011"
88,"10 PINEWOOD ROAD, WHITE PLAINS, NY, 10605","Match","Exact","10 PINEWOOD RD, WHITE PLAINS, NY, 10605",40.9923879500001,-73.741230587,"139754580","L","36","119","009703","1030"
89,"10 PREMIER COURT, NESCONSET, NY, 11767","Match","Exact","10 PREMIER CT, NESCONSET, NY, 11767",40.856223361,-73.145086185,"114273389","L","36","103","135402","4006"
90,"10 PRINCETON OVAL, FREEHOLD, NJ, 7728","Match","Exact","10 PRINCETON OVAL, FREEHOLD, NJ, 07728",40.222833931,-74.3213218989999,"642904686","L","34","025","810505","2030"
91,"10 QUAIL CREEK LN, PHILLIPS RANCH, CA, 91766","Match","Exact","10 QUAIL CREEK LN, PHILLIPS RANCH, CA, 91766",34.0292431610001,-117.773842431,"141730976","L","06","037","403318","3011"
92,"10 QUARRY HILL ROAD, WESTFORD, MA, 1886","Match","Exact","10 QUARRY HILL RD, WESTFORD, MA, 01886",42.6401731510001,-71.4375891939999,"87087544","L","25","017","318100","4010"
93,"10 QUARTZ WAY, SAN FRANCISCO, CA, 94131","Match","Exact","10 QUARTZ WAY, SAN FRANCISCO, CA, 94131",37.745631696,-122.445469502,"192284557","R","06","075","021600","2008"
94,"10 QUEENS WAY, FRAMINGHAM, MA, 1701","Match","Exact","10 QUEENS WAY, FRAMINGHAM, MA, 01701",42.3212740290001,-71.396170684,"86913707","L","25","017","383700","3033"
95,"10 QUINCY STREET, METHUEN, MA, 1844","Match","Exact","10 QUINCY ST, METHUEN, MA, 01844",42.7245293350001,-71.155790037,"86627180","L","25","009","252501","2010"
96,"10 RAILROAD PLAZA - PO BOX 1075, SOUTH FALLSBURG, NY, 12779","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"10 RAMBLEWOOD DRIVE, SILVER CREEK, GA, 30173","Match","Exact","10 RAMBLEWOOD DR, SILVER CREEK, GA, 30173",34.1696123930001,-85.157418794,"30696976","L","13","115","001703","2001"
98,"10 REIMER ROAD, SCARSDALE, NY, 10583","Match","Exact","10 REIMER RD, SCARSDALE, NY, 10583",41.001276708,-73.781819404,"139740290","R","36","119","009900","1015"
99,"10 RHINE DR, KENNER, LA, 70065","Match","Exact","10 RHINE DR, KENNER, LA, 70065",30.043279006,-90.26243428,"93492459","R","22","051","020517","3006"
100,"10 RHODA COURT, HAMPTON, VA, 23664","Match","Exact","10 RHODA CT, HAMPTON, VA, 23664",37.0532834970001,-76.2975731559999,"103798947","R","51","650","012100","4004"
101,"10 RICORD STREET STE 12, NEWARK, NJ, 7106","Tie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,"10 RIDGEVIEW CT, NEWNAN, GA, 30263","Match","Exact","10 RIDGEVIEW CT, NEWNAN, GA, 30263",33.4705080040001,-84.7928187429999,"617841704","L","13","077","170303","1013"
103,"10 RIDGEVIEW DRIVE, PASCO, WA, 99301","Match","Exact","10 RIDGEVIEW DR, PASCO, WA, 99301",46.353527135,-119.255950057,"175247464","R","53","021","020608","2015"
104,"10 RIMANI DRIVE, MISSION VIEJO, CA, 92692","Match","Exact","10 RIMANI DR, MISSION VIEJO, CA, 92692",33.5936967740001,-117.648874961,"144382647","R","06","059","032038","3010"
105,"10 RIVER EDGE DRIVE, COLTS NECK, NJ, 7722","Match","Non_Exact","10 RIVERS EDGE DR, COLTS NECK, NJ, 07722",40.3075503680001,-74.143003382,"90505942","R","34","025","809902","1009"
106,"10 RIVER ROAD, JERICHO, VT, 5465","Match","Exact","10 RIVER RD, JERICHO, VT, 05465",44.5187529990001,-72.946930389,"135824840","R","50","007","002800","4021"
107,"10 RIVERDALE AVENUE, ORMOND BEACH, FL, 32174","Match","Exact","10 RIVERDALE AVE, ORMOND BEACH, FL, 32174",29.254685368,-81.126640973,"94597978","R","12","127","083203","1021"
108,"10 RIVERSIDE DR, CHARLESTON, SC, 29403","Match","Exact","10 RIVERSIDE DR, CHARLESTON, SC, 29403",32.8111005980001,-79.9597251229999,"108805807","R","45","019","005900","3004"
109,"10 RIVERVIEW CRT, DUBOIS, WY, 82513","Match","Exact","10 RIVERVIEW CT, DUBOIS, WY, 82513",43.517943616,-109.597384514,"148463821","L","56","013","000400","2045"
110,"10 ROATH ST APT 3, WORCHESTER, MA, 1604","Match","Non_Exact","10 ROATH ST, WORCESTER, MA, 01604",42.253423426,-71.77250263,"40014453","R","25","027","732302","2004"
111,"10 ROBERT ST, WHARTON, NJ, 7885","Match","Exact","10 ROBERT ST, WHARTON, NJ, 07885",40.899284084,-74.5840211509999,"60435437","L","34","027","045100","4007"
112,"10 ROBERTS COURT, MORAGA, CA, 94556","Match","Exact","10 ROBERTS CT, MORAGA, CA, 94556",37.828952288,-122.129093657,"192051758","R","06","013","352102","2002"
113,"10 ROBIN ROAD, SIMSBURY, CT, 6070","Match","Exact","10 ROBIN RD, SIMSBURY, CT, 06070",41.894677598,-72.8196793179999,"3532467","L","09","003","466300","3006"
114,"10 ROBIN STREET, PAWCATUCK, CT, 6379","Match","Exact","10 ROBIN ST, PAWCATUCK, CT, 06379",41.3625524180001,-71.868448754,"56831656","L","09","011","705101","2015"
115,"10 ROCKVIEW ROAD, HULL, MA, 2045","Match","Exact","10 ROCKVIEW RD, HULL, MA, 02045",42.2652104640001,-70.853579912,"87432066","R","25","023","500103","1009"
116,"10 RODWELL AVE, IRVINGTON, NJ, 7111","Match","Exact","10 RODWELL AVE, IRVINGTON, NJ, 07111",40.740866634,-74.2127244719999,"63475989","R","34","013","013300","4003"
117,"10 ROPE COURT, MELVILLE, NY, 11747","Match","Exact","10 ROPE CT, MELVILLE, NY, 11747",40.816119631,-73.417511582,"113966250","L","36","103","112001","1029"
118,"10 ROSE WALK DRIVE, COVINGTON, GA, 30016","Match","Exact","10 ROSE WALK DR, COVINGTON, GA, 30016",33.5395802560001,-83.9483070369999,"23638173","R","13","217","100904","2009"
119,"10 ROSEBROOK PLACE, WAREHAM, MA, 2571","Match","Non_Exact","10 ROSE BROOK WAY, WAREHAM, MA, 02571",41.7730420510001,-70.735825125,"645630600","L","25","023","545100","2017"
120,"10 ROSEWOOD DRIVE, SWANSEA, MA, 2777","Match","Non_Exact","10 ROSEWOOD RD, SWANSEA, MA, 02777",41.7470537340001,-71.238842403,"46766323","R","25","005","645103","2007"
121,"10 ROSS ROAD, LIVINGSTON, NJ, 7039","Match","Exact","10 ROSS RD, LIVINGSTON, NJ, 07039",40.7587963930001,-74.3072619609999,"63458806","R","34","013","020600","2010"
122,"10 ROXBURY DRIVE, LITTLE ROCK, AR, 72209","Match","Exact","10 ROXBURY DR, LITTLE ROCK, AR, 72209",34.69217524,-92.350212482,"83512085","L","05","119","002001","2017"
123,"10 RUE VALBONNE, NEWPORT BEACH, CA, 92660","Match","Exact","10 RUE VALBONNE, NEWPORT BEACH, CA, 92660",33.6248637680001,-117.875030109,"144050356","L","06","059","063007","1011"
124,"10 RUTGERS STREET 3F, NEW YORK, NY, 10002","Match","Exact","10 RUTGERS ST, NEW YORK, NY, 10002",40.713624415,-73.9901562169999,"59654232","R","36","061","000600","1001"
125,"10 RYDER POND SOUTH ROAD, CHATHAM, MA, 2633","Match","Exact","10 RYDER POND SOUTH RD, CHATHAM, MA, 02633",41.6939139790001,-70.002281801,"647339528","L","25","001","010700","1009"
126,"10 S DEARBORN IL1-0111, CHICAGO, IL, 60603","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,"10 S DIVISION ST, PINEHURST, ID, 83850","Match","Non_Exact","10 N DIVISION ST, PINEHURST, ID, 83850",47.5377056250001,-116.23410778,"203520329","L","16","079","960200","4009"
128,"10 S HAYS STREET, BEL AIR, MD, 21014","Match","Exact","10 S HAYS ST, BEL AIR, MD, 21014",39.534930462,-76.3518266849999,"636223242","R","24","025","303801","1006"
129,"10 S KOSTNER, CHICAGO, IL, 60624","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,"10 S RIVERSIDE PLAZA SUITE 875, CHICAGO, IL, 60606","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,"10 S SCHLUETER AVENUE, ST LOUIS, MO, 63135","Match","Exact","10 S SCHLUETER AVE, SAINT LOUIS, MO, 63135",38.74866504,-90.284824283,"100146861","L","29","189","212500","3004"
132,"10 S WALNUT ST, MANTENO, IL, 60950","Match","Exact","10 S WALNUT ST, MANTENO, IL, 60950",41.2491662740001,-87.836828504,"98357223","R","17","091","010203","1003"
133,"10 SABRINA DRIVE, WINDSOR, CT, 6095","Match","Exact","10 SABRINA DR, WINDSOR, CT, 06095",41.8581006590001,-72.668278812,"617829379","R","09","003","473100","2000"
134,"10 SADDLEHILL RD, WYNANTSKILL, NY, 12198","Match","Non_Exact","10 SADDLE HILL RD, WYNANTSKILL, NY, 12198",42.6929759710001,-73.603854586,"35755632","R","36","083","052201","3009"
135,"10 SADDLETREE LANE, HARRISON, NY, 10528","Match","Exact","10 SADDLETREE LN, HARRISON, NY, 10528",40.967357373,-73.729547456,"139766800","R","36","119","008401","2003"
136,"10 SAGE HILL LN, LAGUNA HILLS, CA, 92653","Match","Exact","10 SAGE HILL LN, LAGUNA HILLS, CA, 92653",33.588267349,-117.710231844,"144090863","R","06","059","062625","3006"
137,"10 SAGEBRUSH TRAIL, COVINGTON, GA, 30014","Match","Exact","10 SAGEBRUSH TRL, COVINGTON, GA, 30014",33.5640666130001,-83.8305436049999,"23639728","R","13","217","100301","3000"
138,"10 SAINT STANISLAUS CT, FLORISSANT, MO, 63031","Match","Exact","10 SAINT STANISLAUS CT, FLORISSANT, MO, 63031",38.8067560100001,-90.37124307,"100162283","R","29","189","211333","3002"
139,"10 SANDY HILL RD, WESTERLY, RI, 2891","Match","Non_Exact","10 SANDY LN, WESTERLY, RI, 02891",41.353917203,-71.7631561059999,"58913704","L","44","009","050902","2038"
140,"10 SASCO HILL ROAD, FAIRFIELD, CT, 6824","Match","Exact","10 SASCO HILL RD, FAIRFIELD, CT, 06824",41.1397800600001,-73.2728471949999,"3240861","R","09","001","061600","1025"
141,"10 SATTERFIELD PLACE, GREENSBORO, NC, 27410","Match","Exact","10 SATTERFIELD PL, GREENSBORO, NC, 27410",36.118651877,-79.880354852,"131098554","R","37","081","016007","1002"
142,"10 SAW MILL HILL ROAD, RIDGEFIELD, CT, 6877","Match","Exact","10 SAW MILL HILL RD, RIDGEFIELD, CT, 06877",41.2931991730001,-73.504490198,"3254335","R","09","001","245600","3011"
143,"10 SCHOLAR PLACE, EAST SETAUKET, NY, 11733","Match","Non_Exact","10 SCHOLARPLACE, EAST SETAUKET, NY, 11733",40.90052933,-73.094984239,"647308832","R","36","103","158011","2010"
144,"10 SCHOLL DR, FARMINGDALE, NY, 11735","Match","Exact","10 SCHOLL DR, FARMINGDALE, NY, 11735",40.727690039,-73.4619109509999,"147649815","R","36","059","520501","4002"
145,"10 SCHRIEVER LANE, NEW CITY, NY, 10956","Match","Exact","10 SCHRIEVER LN, NEW CITY, NY, 10956",41.1412311390001,-73.991531658,"124627608","R","36","087","010804","3005"
146,"10 SCHUBERT LANE, COS COB, CT, 6807","Match","Exact","10 SCHUBERT LN, COS COB, CT, 06807",41.0431923730001,-73.600266381,"3280207","L","09","001","010800","3008"
